y,text,text_pt
negative,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",ADP News - 22 de abril de 2009 - O desenvolvedor de sistemas de informação de negócios finlandês Solteq Oyj HEL: STQ1V disse hoje que seu prejuízo líquido aumentou para EUR 189.000 USD 245.000 no primeiro trimestre de 2009 de EUR 10.000 para o mesmo período
negative,Salonen added that data shows producers ' pulp inventories in North America are declining . ',Salonen acrescentou que os dados mostram que os estoques de celulose dos produtores na América do Norte estão diminuindo. '
negative,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,O grupo Elcoteq anunciou recentemente que os últimos três meses do ano anterior trouxeram para ele uma grande perda de mais de meio bilhão de coroas (EUR 32 milhões) pelo quinto trimestre consecutivo.
positive,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .","Para o corrente ano, a Raute espera que as vendas líquidas aumentem e o resultado operacional - seja positivo."
positive,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .","O volume de negócios subiu para EUR61,8 milhões de EUR47,6 milhões devido ao aumento da procura de serviços, especialmente no terceiro trimestre, e ao crescimento global do seu negócio."
positive,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .","Como resultado, a empresa atualmente prevê um aumento nas vendas líquidas e um resultado operacional positivo."
positive,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .","Um acordo semelhante foi assinado entre a China Mobile Ltd. (SEHK: 0941 e NYSE: CHL), a maior operadora de telefonia móvel, e o GPS e provedor de serviços de rede social, promovendo o serviço GyPSii antes dos Jogos Olímpicos de Pequim 2008, de acordo com as últimas notícias."
positive,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .","""As entregas da UPM aumentaram 4% durante o terceiro trimestre, e a eficiência das operações melhorou"", disse o presidente-executivo Jussi Pesonen."
positive,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .","A fabricante global de equipamentos esportivos Amer Sports Corp., cujas marcas incluem Atomic, Salomon e Wilson, teve um aumento de 64% no lucro líquido do terceiro trimestre, para EUR 47,4 milhões, a $ 65 milhões, em fortes vendas e cortes de custos."
neutral,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .","As exportações representam mais de 80 por cento de nossas vendas, então o nome Glaston também reflete uma empresa com operações verdadeiramente internacionais ”, explica o presidente e CEO da Kyro, Mika Seitovirta."
neutral,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",As novas 409.665.891 ações da Westend ICT Plc e o aumento do capital social em EUR 2.000.000 com base nas deliberações da assembleia geral extraordinária de 27 de dezembro de 2010 estão hoje registadas no registo comercial.
positive,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .","Devido à rápida expansão, a participação de mercado da Tallink em termos de transporte de passageiros através do Porto de Tallinna Sadam de Tallinn totalizou 55% em novembro contra 45,7% em novembro de 2005."
positive,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .","Investidor industrial finlandês Panostaja Oyj OMX Helsinque: PNAAS OMX Helsinque: A PNABS disse na sexta-feira, 11 de julho, que assinou um acordo para adquirir a totalidade do capital social da Kospa Oy, fabricante de equipamentos de eliminação de resíduos."
positive,"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .","As ações da Stora Enso R subiram 1,20 por cento para 11,84 euros, UPM-Kymmene também subiu, subindo 1,68 por cento para 17,56 euros e M-Real B adicionou 2,38 por cento para 4,30 euros."
negative,Cash Flow from Operations for the most recent quarter also reached a eight year low .,O fluxo de caixa das operações para o trimestre mais recente também atingiu o mínimo de oito anos.
positive,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,"Ambos os empréstimos serão usados para financiar investimentos estratégicos, como projetos de reforma de shopping centers e refinanciamento de dívidas vincendas."
positive,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .","O preço das ações subiu 70,0 minérios ou 0,9% para fechar em SEK77,65, encerrando uma sequência de dois dias de perdas."
positive,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .","O lucro por ação (EPS) totalizou EUR0,98, acima da perda de EUR0,02."
positive,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .","O lucro por ação (EPS) foi de EUR0,03, acima do prejuízo de EUR0,083."
positive,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .","O lucro operacional totalizou EUR 0,4 milhões, ante um prejuízo operacional de EUR 0,8 milhões ano a ano."
positive,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .","O lucro operacional totalizou 7,0 milhões de euros, ante uma perda de 4,0 milhões de euros no segundo trimestre de 2009."
positive,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"O resultado operacional, incluindo itens não recorrentes, aumentou para EUR 146 milhões, de uma perda de EUR 267 milhões em 2009."
positive,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .","Tiimari, o varejista finlandês, relatou ter aumentado as receitas trimestrais totalizando EUR 1,3 milhões no 4º trimestre de 2009, acima dos EUR 0,3 milhões de perdas em 2008."
positive,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .","Os ganhos por ação EPS ascenderam a EUR0,03, acima da perda de EUR0,08."
positive,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .","O lucro operacional totalizou EUR 5,8 milhões, ante uma perda de EUR 1,7 milhões no quarto trimestre de 2009."
positive,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .","O lucro operacional foi de 0,6 milhão de euros, ante uma perda de 19 milhões de euros um ano antes."
positive,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,"Os investimentos e mudanças operacionais permitem uma otimização adicional das horas de trabalho e, portanto, uma maior economia de custos de cerca de 7% -9%."
positive,"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .","Os produtos da Okmetic são baseados em expertise de alta tecnologia que gera valor agregado para os clientes, desenvolvimento de produtos inovadores e um processo de produção extremamente eficiente."
neutral,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .","Nome completo e código de identificação do acionista: - Petri Ailus, nascido em 15.9.1966 Para mais informações, entre em contato com Isto Hantila, CEO, tel. +358 9 591 8342."
positive,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .","9 de setembro de 2010 - O varejista finlandês de artigos de papelaria e presentes Tiimari HEL: TII1V disse hoje que suas vendas líquidas aumentaram 2% com relação ao ano anterior para EUR5,7 milhões em agosto de 2010, impulsionado pelo crescimento na Finlândia, enquanto a demanda no Báltico permaneceu fraca."
positive,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .","Às 14h29 CET de segunda-feira, as ações da Bavarian Nordic subiram 1,21%, para DKK250 na bolsa de valores de Copenhague, após terem perdido 7,41% no mês passado."
positive,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .","Por exemplo, as vendas líquidas aumentaram 5,9% em relação ao primeiro trimestre, e o EBITDA aumentou de EUR 0,2 milhões negativos no primeiro trimestre de 2009."
positive,"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .","As vendas de telefones celulares aumentaram 25%, para 5,87 bilhões de euros, enquanto as vendas de soluções corporativas caíram 39%, para 186 milhões de euros."
negative,RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,Os custos crescentes forçaram o produtor de embalagens Huhtamaki a cortar 90 empregos em sua fábrica de Hampshire.
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''","`` No entanto, o rápido aumento dos custos e o fortalecimento do euro foram desafiadores para toda a indústria e impactaram nossos resultados. ''"
negative,"At this growth rate , paying off the national debt will be extremely painful .","Com essa taxa de crescimento, pagar a dívida nacional será extremamente doloroso."
negative,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,"O prejuízo operacional aumentou para EUR 17 milhões de uma perda de EUR 10,8 milhões em 2005."
negative,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .","O pagamento de 2,779 milhões de litas em juros sobre um empréstimo de longo prazo concedido pelo acionista majoritário da Ragutis, o estoniano A. Le Coq, também contribuiu para as perdas."
